aluno_id,curso,periodo_atual,habilitacao,bairro,cidade,uf,faixa_idade,matriculado,mes_cadastro
ALU_c369c328f4,Estudos De Mídia,5,Bacharelado Estudos De Mídia,Botafogo,Rio De Janeiro,RJ,20-22,S,2026-03
ALU_291fa5e453,Administração,1,Bacharelado Em Administração,Rocinha,Rio De Janeiro,RJ,20-22,S,2026-03
ALU_df08a6dd34,Psicologia,6,Bacharelado Em Psicologia,Campo Grande,Rio De Janeiro,RJ,,S,2026-03
ALU_007c0acc0e,Engenharia,11,Bac Engenharia De Computação,Copacabana,Rio De Janeiro,RJ,,S,2026-03
ALU_2e53439a2d,Estudos De Mídia,2,Bacharelado Estudos De Mídia,Barra Olimpica,Rio De Janeiro,RJ,20-22,S,2026-03
ALU_de4183f225,Ciência Da Computação,1,Bac Ciência Da Computação,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2026-03
ALU_8574f5096b,Direito,3,Bacharelado Em Direito,Icarai,Niteroi,RJ,,S,2026-03
ALU_1e690ad824,Ciências Econômicas,2,Bac Em Ciências Econômicas,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2026-03
ALU_8159f7b46b,Filosofia,9,Licenciatura Em Filosofia,Laranjeiras,Rio De Janeiro,RJ,,S,2026-03
ALU_215f2d4cae,Estudos De Mídia,5,Bacharelado Estudos De Mídia,Ipanema,Rio De Janeiro,RJ,20-22,S,2026-03
ALU_fe2facacea,Administração,1,Bacharelado Em Administração,Piedade,Rio De Janeiro,RJ,23-25,S,2026-03
ALU_0b78d88e13,Ciência Da Computação,7,Bac Ciência Da Computação,Tijuca,Teresopolis,RJ,,S,2026-03
ALU_d574fff433,Engenharia,13,Bac Em Engenharia De Produção,Barra,Rio De Janeiro,RJ,,S,2026-03
ALU_2f3681d517,Psicologia,7,Bacharelado Em Psicologia,Senador Vasconcelos,Rio De Janeiro,RJ,23-25,S,2026-03
ALU_9764fbdc72,Psicologia,1,Bacharelado Em Psicologia,Barra Da Tijuca,Rio De Janeiro,RJ,<=19,S,2026-03
ALU_855c2334a5,Engenharia,9,Bac Em Engenharia De Produção,Ipanema,Rio De Janeiro,RJ,,S,2026-03
ALU_8c37326fc1,Design,6,Bacharelado Em Design,Maracana,Rio De Janeiro,RJ,20-22,S,2026-03
ALU_d5ebd3988e,Arquitetura E Urbanismo,1,Bac Arquitetura E Urbanismo,Recreio Dos Bandeirantes,Rio De Janeiro,RJ,,S,2026-03
ALU_abe1cee3d4,Estudos De Mídia,13,Bacharelado Estudos De Mídia,Copacabana,Rio De Janeiro,RJ,30+,S,2026-03
ALU_5140f59976,Design,4,Bacharelado Em Design,Rocinha,Rio De Janeiro,RJ,20-22,S,2026-03
ALU_f17438f445,Artes Cênicas,1,Bac Art Cênicas,Barra Olímpica,Rio De Janeiro,RJ,,S,2026-03
ALU_d0c005ab86,Design,14,Bacharelado Em Design,Copacabana,Rio De Janeiro,RJ,26-30,S,2026-03
ALU_8dfc80246d,Design,9,Bacharelado Em Design,Lagoa,Rio De Janeiro,RJ,,S,2026-03
ALU_37444f8587,Engenharia,1,Bac Engenharia De Computação,Maracanã,Rio De Janeiro,RJ,<=19,S,2026-03
ALU_3ae83d0a2a,Administração,4,Bacharelado Em Administração,Leblon,Rio De Janeiro,RJ,,S,2026-03
ALU_1381255d88,Engenharia,3,Bac Em Engenharia De Produção,Copacabana,Rio De Janeiro,RJ,20-22,S,2026-03
ALU_eaf319e4ae,Engenharia,9,Bac Em Engenharia De Produção,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2026-03
ALU_ce1482e91a,Ciência Da Computação,3,Bac Ciência Da Computação,Prados Verdes,Nova Iguacu,RJ,,S,2026-03
ALU_a1e3dd6435,Estudos De Mídia,3,Bacharelado Estudos De Mídia,Ramos Complexo Do Alemao,Rio De Janeiro,RJ,26-30,S,2026-03
ALU_fe13c2934d,Design,5,Bacharelado Em Design,Ipanema,Rio De Janeiro,RJ,,S,2026-03
ALU_a0f65e9d3e,Engenharia,9,Bac Engenharia De Computação,Ipanema,Rio De Janeiro,RJ,20-22,S,2026-03
ALU_a04e2252f6,Ciência Da Computação,1,Bac Ciência Da Computação,Rua General José Cristino,Rio De Janeiro,RJ,,S,2026-03
ALU_5a81137cfd,Engenharia,6,Bac Em Engenharia Química,Guaratiba,Rio De Janeiro,RJ,23-25,S,2026-03
ALU_cb89914883,Pos-Graduacao Relacoes Internacionais,1,Dout Relacoes Internacionais,Santa Mônica,Uberlandia,MG,,S,2026-03
ALU_6e0707702f,Ciência Da Computação,1,Bac Ciência Da Computação,Flamengo,Rio De Janeiro,RJ,<=19,S,2026-03
ALU_fc7452e105,Direito,1,Bacharelado Em Direito,Grajaú,Rio De Janeiro,RJ,20-22,S,2026-03
ALU_a6e3ec0228,Psicologia,7,Bacharelado Em Psicologia,Santa Bárbara ,Niterói ,RJ,,S,2026-03
ALU_b9f1007129,Psicologia,1,Bacharelado Em Psicologia,Tijuca,Rio De Janeiro,RJ,,S,2026-03
ALU_135c8cc3d1,Administração,5,Bacharelado Em Administração,Gavea,Rio De Janeiro,RJ,,S,2026-03
ALU_64b102eeee,Administração,5,Bacharelado Em Administração,Jardim Botanico,Rio De Janeiro,RJ,20-22,S,2026-03
ALU_726ae1bb55,Ciência Da Computação,5,Bac Ciência Da Computação,Leblon,Rio De Janeiro,RJ,,S,2026-03
ALU_5fefa35574,Ciência Da Computação,2,Bac Ciência Da Computação,Turf Club,Campos Dos Goytacazes,RJ,,S,2026-03
ALU_95209872d2,Neurociências,7,Bacharelado Em Neurociências,Leblon,Rio De Janeiro,RJ,20-22,S,2026-03
ALU_5ad7d06dc6,Administração,1,Bacharelado Em Administração,Itanhangá,Rio De Janeiro,RJ,,S,2026-03
ALU_115f27fee2,Neurociências,9,Bacharelado Em Neurociências,Cosme Velho,Rio De Janeiro,RJ,,S,2026-03
ALU_aa0b6827d9,Estudos De Mídia,7,Bacharelado Estudos De Mídia,Porto Da Pedra,Sao Goncalo,RJ,23-25,S,2026-03
ALU_c4b72739e4,Administração,5,Bacharelado Em Administração,Sao Conrado,Rio De Janeiro,RJ,,S,2026-03
ALU_92643c49b0,Relacões Internacionais,1,Bac Relacões Internacionais,Ipanema,Rio De Janeiro,RJ,23-25,S,2026-03
ALU_6bcff03219,Psicologia,2,Bacharelado Em Psicologia,Mare,Rio De Janeiro,RJ,26-30,S,2026-03
ALU_c8d9b0a3b8,Jornalismo,7,Bacharelado Em Jornalismo,Botafogo,Rio De Janeiro,RJ,,S,2026-03
ALU_898120378f,Engenharia,1,Bac Engenharia De Computação,Sepetiba,Rio De Janeiro,RJ,<=19,S,2026-03
ALU_884660d470,Teologia,1,Bacharelado Em Teologia,Andarai,Rio De Janeiro,RJ,,S,2026-03
ALU_0b47e7c6e7,Psicologia,7,Bacharelado Em Psicologia,Recreio Dos Bandeirantes,Rio De Janeiro,RJ,20-22,S,2026-03
ALU_d287f70925,Psicologia,2,Bacharelado Em Psicologia,Botafogo,Rio De Janeiro,RJ,30+,S,2026-03
ALU_7e38103d9d,Administração,9,Bacharelado Em Administração,Recreio Dos Bandeirantes,Rio De Janeiro,RJ,20-22,S,2026-03
ALU_6aa6d5fc80,Administração,4,Bacharelado Em Administração,Sao Conrado,Rio De Janeiro,RJ,20-22,S,2026-03
ALU_e395dc02cc,Engenharia,20,Bac Eng Mat Nano,Engenho Do Porto,Duque De Caxias,RJ,26-30,S,2026-03
ALU_4643d92e09,Administração,7,Bacharelado Em Administração,Leblon,Rio De Janeiro,RJ,,S,2026-03
ALU_c75490d32c,Estudos De Mídia,9,Bacharelado Estudos De Mídia,Sao Conrado,Rio De Janeiro,RJ,,S,2026-03
ALU_83b7e134bf,Psicologia,4,Bacharelado Em Psicologia,Itanhanga,Rio De Janeiro,RJ,,S,2026-03
ALU_45b73b6309,S/E - Sem Especificacao,1,,Copacabana,Rio De Janeiro,RJ,20-22,S,2026-03
ALU_3ba51d320f,Estudos De Mídia,2,Bacharelado Estudos De Mídia,Sampaio,Rio De Janeiro,RJ,,S,2026-03
ALU_f1a3d54ec6,Direito,1,Bacharelado Em Direito,Barra Da Tijuca,Rio De Janeiro,RJ,<=19,S,2026-03
ALU_ac2a5cae96,Letras,15,"Lic Let,Ling Port Resp Lit",Campo Grande,Rio De Janeiro,RJ,26-30,S,2026-03
ALU_24ffe900b9,Pos-Graduacao Relacoes Internacionais,1,Mestrado Relacoes Internac,Maracanã,Rio De Janeiro,RJ,26-30,S,2026-03
ALU_af3e47e800,Estudos De Mídia,3,Bacharelado Estudos De Mídia,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2026-03
ALU_3cc7bd8ff6,Ciência Da Computação,1,Bac Ciência Da Computação,Rocinha,Rio De Janeiro,RJ,<=19,S,2026-03
ALU_74ee870972,Ciência Da Computação,3,Bac Ciência Da Computação,Centro,Campos Dos Goytacazes,RJ,,S,2026-03
ALU_d47a5c89d5,Ciências Econômicas,6,Bac Em Ciências Econômicas,Barra Da Tijuca,Rio De Janeiro,RJ,30+,S,2026-03
ALU_600ef2596d,Letras,3,"Tradutor Inglês, Bacharelado",Recreio Dos Bandeirantes,Rio De Janeiro,RJ,,S,2026-03
ALU_1ec3b58e17,Pos-Graduacao Em Informatica,1,Mestrado Em Informatica,Copacabana,Rio De Janeiro,RJ,30+,S,2026-03
ALU_28c71233f7,Relacões Internacionais,14,Bac Relacões Internacionais,Tijuca,Rio De Janeiro,RJ,,S,2026-03
ALU_d1dadf282a,Psicologia,2,Bacharelado Em Psicologia,Posse,Nova Iguacu,RJ,20-22,S,2026-03
ALU_05c0b6c2be,Relacões Internacionais,9,Bac Relacões Internacionais,Copacabana,Rio De Janeiro,RJ,23-25,S,2026-03
ALU_20b8641c88,Ciências Econômicas,1,Bac Em Ciências Econômicas,Marechal Hermes,Rio De Janeiro,RJ,,S,2026-03
ALU_dc72a9d8c1,Engenharia,13,Bac Em Engenharia De Produção,Agrioes,Teresopolis,RJ,,S,2026-03
ALU_c6e6ba5c20,Engenharia,5,Bac Em Engenharia De Produção,Leblon,Rio De Janeiro,RJ,,S,2026-03
ALU_e1586e78f5,Engenharia,5,Bac Em Engenharia De Produção,Barra Datijuca,Rio De Janeiro,RJ,20-22,S,2026-03
ALU_c9bf2a72b5,Direito,3,Bacharelado Em Direito,Engenho Do Porto,Duque De Caxias,RJ,26-30,S,2026-03
ALU_f90495ddf6,Administração,7,Bacharelado Em Administração,Jardim Botanico,Rio De Janeiro,RJ,20-22,S,2026-03
ALU_38314169eb,Inteligência Artificial,1,Bac Inteligência Artificial,Maracanã,Rio De Janeiro,RJ,20-22,S,2026-03
ALU_41c360c303,Administração,9,Bacharelado Em Administração,Sao Conrado,Rio De Janeiro,RJ,23-25,S,2026-03
ALU_c68ef4afdc,Neurociências,7,Bacharelado Em Neurociências,Gávea,Rio De Janeiro,RJ,20-22,S,2026-03
ALU_4d2ab2c692,Direito,9,Bacharelado Em Direito,Laranjeiras,Rio De Janeiro,RJ,,S,2026-03
ALU_7929f5305b,Ciência Da Computação,5,Bac Ciência Da Computação,Botafogo,Rio De Janeiro,RJ,,S,2026-03
ALU_c7b0ea6189,Artes Cênicas,1,Bac Art Cênicas,Senador Vasconcelos,Rio De Janeiro,RJ,26-30,S,2026-03
ALU_e06d1de15f,Administração,5,Bacharelado Em Administração,Leblon,Rio De Janeiro,RJ,20-22,S,2026-03
ALU_3a23af4b61,Direito,6,Bacharelado Em Direito,Humaita,Rio De Janeiro,RJ,,S,2026-03
ALU_8263dae318,Jornalismo,5,Bacharelado Em Jornalismo,Icarai,Niteroi,RJ,20-22,S,2026-03
ALU_f4f21b97a4,Física,3,Bacharelado Em Física,Guaratiba,Rio De Janeiro,RJ,20-22,S,2026-03
ALU_4fea144779,Ciências Econômicas,1,Bac Em Ciências Econômicas,Iraja,Rio De Janeiro ,RJ,20-22,S,2026-03
ALU_74aca966e8,Relacões Internacionais,9,Bac Relacões Internacionais,Leme,Rio De Janeiro,RJ,,S,2026-03
ALU_f10fee965f,Ciência Da Computação,1,Bac Ciência Da Computação,Leblon,Rio De Janeiro,RJ,<=19,S,2026-03
ALU_867d864161,Ciências Econômicas,17,Bac Em Ciências Econômicas,Gavea,Rio De Janeiro,RJ,26-30,S,2026-03
ALU_9ce8fd64e6,Pos-Gra Cien Conser E Sustentabilidade,1,Mes Prof Cie Sustentabilidade,Jacarepaguá - Taquara,Rio De Janeiro,RJ,,S,2026-03
ALU_51ee53f486,Ciência Da Computação,15,Bac Ciência Da Computação,Realengo,Rio De Janeiro,RJ,26-30,S,2026-03
ALU_410ea34d26,Relacões Internacionais,3,Bac Relacões Internacionais,Flamengo,Rio De Janeiro,RJ,,S,2026-03
ALU_11fe171b9a,Ciências Econômicas,6,Bac Em Ciências Econômicas,Largo Do Barradas,Niteroi,RJ,,S,2026-03
ALU_997af02adc,Pos-Gra Cien Conser E Sustentabilidade,1,Mes Prof Cie Sustentabilidade,Bento Ribeiro,Rio De Janeiro,RJ,30+,S,2026-03
ALU_6a0fb6f89b,Psicologia,15,Bacharelado Em Psicologia,Copacabana,Rio De Janeiro,RJ,23-25,N,2026-03
ALU_aa6e225e5d,Ciências Econômicas,5,Bac Em Ciências Econômicas,Humaita,Rio De Janeiro,RJ,,N,2026-03
ALU_0a830e9d53,Ciências Econômicas,5,Bac Em Ciências Econômicas,Leblon,Rio De Janeiro,RJ,,S,2026-03
ALU_7d08a8bc28,Engenharia,2,Bac Engenharia De Computação,Itanhanga,Rio De Janeiro,RJ,<=19,S,2026-03
ALU_c89a9c85f9,Administração,7,Bacharelado Em Administração,Copacabana,Rio De Janeiro,RJ,,S,2026-03
ALU_8406c43db6,História,5,Licenciatura Em História,Copacabana,Rio De Janeiro,RJ,,S,2026-03
ALU_9c24481a39,Engenharia,13,Bac Em Engenharia Mecânica,Ipanema,Rio De Janeiro,RJ,23-25,S,2026-03
ALU_9c44459f07,Estudos De Mídia,10,Bacharelado Estudos De Mídia,Copacabana,Rio De Janeiro,RJ,23-25,S,2026-03
ALU_3f867c1f93,Engenharia,9,Bac Engenharia De Computação,Jardim Botanico,Rio De Janeiro,RJ,,S,2026-03
ALU_a81bbbbf59,Ciências Econômicas,5,Bac Em Ciências Econômicas,Laranjeiras,Rio De Janeiro,RJ,20-22,N,2026-03
ALU_e51ff3efcb,Neurociências,7,Bacharelado Em Neurociências,Copacabana,Rio De Janeiro,RJ,20-22,S,2026-03
ALU_bb2d23d9e8,Pos-Graduacao Em Metrologia,1,Mestrado Em Metrologia,Recreio Dos Bandeirantes,Rio De Janeiro,RJ,,S,2026-03
ALU_bcb8b4863e,Letras,13,"Tradutor Inglês, Bacharelado",Coelho,Sao Goncalo,RJ,26-30,S,2026-03
ALU_853d999e9d,Engenharia,5,Bac Em Engenharia De Produção,Copacabana,Rio De Janeiro,RJ,20-22,S,2026-03
ALU_535d1362eb,Estudos De Mídia,5,Bacharelado Estudos De Mídia,São Conrado,Rio De Janeiro,RJ,,N,2026-03
ALU_bf941f3419,Direito,3,Bacharelado Em Direito,Andarai,Rio De Janeiro,RJ,,S,2026-03
ALU_fc9257c242,Ciências Econômicas,5,Bac Em Ciências Econômicas,Leblon,Rio De Janeiro,RJ,20-22,N,2026-03
ALU_7e28a1d661,Design,9,Bacharelado Em Design,Ipanema,Rio De Janeiro,RJ,23-25,S,2026-03
ALU_28137f0c4f,Ciências Biológicas,3,Lic Em Ciências Biológicas,Vidigal,Rio De Janeiro,RJ,20-22,S,2026-03
ALU_953dbff738,Psicologia,1,Bacharelado Em Psicologia,Recreio Dos Bnadeiramtes,Rio De Janeiro,RJ,23-25,S,2026-03
ALU_9a3f30c457,Pos-Graduacao Em Design,1,Doutorado Em Design,Laranjeiras,Rio De Janeiro,RJ,30+,S,2026-03
ALU_0e55d76a9c,Inteligência Artificial,1,Bac Inteligência Artificial,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2026-03
ALU_eb972f7a89,Engenharia,3,Bac Engenharia De Computação,Leblon,Rio De Janeiro,RJ,20-22,S,2026-03
ALU_52e31cb698,Direito,3,Bacharelado Em Direito,Ipanema,Rio De Janeiro,RJ,,S,2026-03
ALU_2d87fb4a09,Ciências Econômicas,5,Bac Em Ciências Econômicas,Sao Conrado,Rio De Janeiro,RJ,,S,2026-03
ALU_127fcd4906,Direito,12,Bacharelado Em Direito,Meier,Rio De Janeiro,RJ,,N,2026-03
ALU_e51603e367,Pos-Grad Em Arquitetura,3,Mestrado Em Arquitetura,Copacabana,Rio De Janeiro,RJ,26-30,S,2026-03
ALU_6bf4663eab,Arquitetura E Urbanismo,7,Bac Arquitetura E Urbanismo,Vila Isabel,Rio De Janeiro,RJ,,S,2026-03
ALU_18e004df8f,Pos-Graduacao Relacoes Internacionais,9,Dout Relacoes Internacionais,Copacabana,Rio De Janeiro,RJ,26-30,S,2026-03
ALU_dbdf7c8bc8,Estudos De Mídia,5,Bacharelado Estudos De Mídia,Gavea,Rio De Janeiro,RJ,,S,2026-03
ALU_00cb31ab6b,Ciências Econômicas,6,Bac Em Ciências Econômicas,Copacabana,Rio De Janeiro,RJ,,S,2026-03
ALU_95d173f3e8,Pos-Graduacao Em Ciencias Sociais,1,Mestrado Em Ciencias Sociais,Padre Miguel ,Rio De Janeiro,RJ,23-25,S,2026-03
ALU_9b198922b6,Direito,4,Bacharelado Em Direito,Botafogo,Rio De Janeiro,RJ,20-22,S,2026-03
ALU_565bb03a33,Serviço Social,5,Bac Serviço Social,Rocin,Rio De Janeiro,RJ,23-25,S,2026-03
ALU_1357c5fb40,Administração,7,Bacharelado Em Administração,Copacabana,Rio De Janeiro,RJ,20-22,S,2026-03
ALU_db8e6f37bf,Pos-Graduacao Em Administracao,1,Dout Em Adm De Empresas,Jardim Sulacap,Rio De Janeiro,RJ,,S,2026-04
ALU_ad8eac14a6,Engenharia,1,Bac Em Engenharia Elétrica,Pavuna,Rio De Janeiro,RJ,20-22,S,2026-04
ALU_fecbd1995f,Jornalismo,10,Bacharelado Em Jornalismo,Gavea,Rio De Janeiro,RJ,23-25,S,2026-04
ALU_cd0d88d4c7,S/E - Sem Especificacao,1,,Copacabana,Rio De Janeiro,RJ,20-22,S,2026-04
ALU_5347f6ecd8,Pos-Graduacao Em Informatica,2,Mestrado Em Informatica,Alto São Francisco,Quixada,CE,,S,2026-04
ALU_31afb04d08,Pos-Graduacao Em Design,7,Doutorado Em Design,Catete,Rio De Janeiro,RJ,30+,S,2026-04
ALU_cbb5978949,Engenharia,11,Bac Em Engenharia De Produção,Sao Conrado,Rio De Janeiro,RJ,23-25,S,2026-04
ALU_5e6b6f1c8c,Ciências Econômicas,1,Bac Em Ciências Econômicas,Lagoa,Rio De Janeiro,RJ,,S,2026-04
ALU_3f84299aa3,Estudos De Mídia,7,Bacharelado Estudos De Mídia,Copacabana,Rio De Janeiro,RJ,23-25,S,2026-04
ALU_4e741b13f5,Letras,1,"Bac Letras, Prod Textual",Icaraí,Niteroi,RJ,,S,2026-04
ALU_f844f5ab63,Ciência Da Computação,3,Bac Ciência Da Computação,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2026-04
ALU_a11951fa1e,Direito,3,Bacharelado Em Direito,Copacabana,Rio De Janeiro,RJ,20-22,S,2026-04
ALU_ae2fc16fb9,Serviço Social,9,Bac Serviço Social,Grajau,Rio De Janeiro,RJ,,S,2026-04
ALU_4f94997125,Ciências Sociais,9,Licenciatura Ciências Sociais,Copacabana,Rio De Janeiro,RJ,,S,2026-04
ALU_2b6aef7d68,Psicologia,1,Bacharelado Em Psicologia,Barra Da Tijuca,Rio De Janeiro,RJ,<=19,S,2026-04
ALU_b8f86e0b48,Administração,9,Bacharelado Em Administração,Jardim Oceanico,Rio De Janeiro,RJ,23-25,S,2026-04
ALU_386fb415b1,Design,3,Bacharelado Em Design,Jacarepagua,Rio De Janeiro,RJ,<=19,S,2026-04
ALU_3882a58c48,Estudos De Mídia,7,Bacharelado Estudos De Mídia,Ipanema,Rio De Janeiro,RJ,30+,S,2026-04
ALU_63074d1e2b,Inteligência Artificial,1,Bac Inteligência Artificial,Centro São João,Sao Joao De Meriti,RJ,20-22,S,2026-04
ALU_e9c7297787,Direito,3,Bacharelado Em Direito,Leblon,Rio De Janeiro,RJ,,S,2026-04
ALU_3a150d56fb,Inteligência Artificial,1,Bac Inteligência Artificial,Taquara,Rio De Janeiro,RJ,20-22,S,2026-04
ALU_4aecb041c1,Engenharia,9,Bac Em Engenharia Química,Tijuca,Rio De Janeiro,RJ,23-25,S,2026-04
ALU_97faf85616,Direito,12,Bacharelado Em Direito,Recreio Dos Bandeirantes,Rio De Janeiro,RJ,30+,S,2026-04
ALU_fcdd19d97d,Letras,11,"Lic Let, Port Inglês Resp Lit",Sao Cristovao,Rio De Janeiro,RJ,23-25,S,2026-04
ALU_d5d3d1a4f9,Direito,2,Bacharelado Em Direito,Recreio Dos Bandeirantes,Rio De Janeiro,RJ,,S,2026-04
ALU_c9ea08b5bb,Nutriçao,7,Bacharelado Em Nutriçao,Icarai,Niteroi,RJ,,S,2026-04
ALU_bc1f0ac446,Estudos De Mídia,5,Bacharelado Estudos De Mídia,Botafogo,Rio De Janeiro,RJ,,S,2026-04
ALU_8a6e866fa8,Estudos De Mídia,9,Bacharelado Estudos De Mídia,Copacabana,Rio De Janeiro,RJ,20-22,S,2026-04
ALU_6fb7bb2a87,Design,11,Bacharelado Em Design,Gavea,Rio De Janeiro,RJ,23-25,S,2026-04
ALU_607f59763f,Relacões Internacionais,3,Bac Relacões Internacionais,Gardenia Azul,Rio De Janeiro,RJ,<=19,S,2026-04
ALU_62ccc292e0,Direito,7,Bacharelado Em Direito,Barra De Tijuca,Rio De Janeiro,RJ,20-22,S,2026-04
ALU_af6b8aca74,Estudos De Mídia,1,Bacharelado Estudos De Mídia,Glória,Rio De Janeiro,RJ,26-30,S,2026-04
ALU_0a16fd43c2,Design,17,Bacharelado Em Design,Santa Teresa,Belford Roxo,RJ,26-30,S,2026-04
ALU_a7474b10c5,Engenharia,7,Bac Engenharia De Computação,Botafogo,Rio De Janeiro,RJ,,S,2026-04
ALU_e735c9177a,Geografia,9,Bacharelado Em Geografia,Barra Da Tijuca,Rio De Janeiro,RJ,23-25,S,2026-04
ALU_d0bff0efbd,Relacões Internacionais,3,Bac Relacões Internacionais,Bosque Da Praia,Rio Das Ostras,RJ,,S,2026-04
ALU_132f37a68f,Teologia,1,Bacharelado Em Teologia,Copacabana,Rio De Janeiro,RJ,,S,2026-04
ALU_190621092f,Engenharia,11,Bac Em Engenharia De Produção,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2026-04
ALU_850d626cd6,Design,5,Bacharelado Em Design,Icarai,Niteroi,RJ,20-22,S,2026-04
ALU_196e5f93db,Engenharia,9,Bac Em Engenharia De Produção,Gavea,Rio De Janeiro,RJ,,S,2026-04
ALU_f8dd1e8ee1,Teologia,1,Bacharelado Em Teologia,Cordovil,Rio De Janeiro,RJ,23-25,S,2026-04
ALU_848a2dc72a,Inteligência Artificial,1,Bac Inteligência Artificial,Olaria,Rio De Janeiro,RJ,<=19,S,2026-04
ALU_8d495657a1,Ciências Econômicas,9,Bac Em Ciências Econômicas,Gavea,Rio De Janeiro,RJ,,S,2026-04
ALU_700af6371e,Direito,2,Bacharelado Em Direito,Copacabana,Rio De Janeiro,RJ,<=19,S,2026-04
ALU_a98c6f7412,Ciência Da Computação,9,Bac Ciência Da Computação,Laranjeiras,Rio De Janeiro,RJ,,S,2026-04
ALU_df368b3a21,Jornalismo,1,Bacharelado Em Jornalismo,Parque Anchieta,Rio De Janeiro,RJ,<=19,S,2026-04
ALU_6d4256bd42,Estudos De Mídia,2,Bacharelado Estudos De Mídia,Santo Cristo,Rio De Janeiro,RJ,20-22,S,2026-04
ALU_14304c1539,Pos-Graduacao Em Ensino De Historia,1,Mestr Profis Ens De Historia,Olaria,Rio De Janeiro,RJ,,S,2026-04
ALU_b5ee0e1436,Psicologia,8,Bacharelado Em Psicologia,Leblon,Rio De Janeiro,RJ,26-30,S,2026-04
ALU_ed0f6d9db5,Administração,4,Bacharelado Em Administração,Copacabana,Rio De Janeiro,RJ,,S,2026-04
ALU_7d21d1accd,Engenharia,2,Bac Engenharia De Computação,Gávea,Rio De Janeiro,RJ,20-22,S,2026-04
ALU_87546c6757,Direito,2,Bacharelado Em Direito,Copacabana,Rio De Janeiro,RJ,<=19,S,2026-04
ALU_492467966f,Ciências Econômicas,6,Bac Em Ciências Econômicas,Catete,Rio De Janeiro,RJ,20-22,S,2026-04
ALU_7c7b4e9403,Ciências Econômicas,5,Bac Em Ciências Econômicas,Copacabana,Rio De Janeiro,RJ,20-22,S,2026-04
ALU_ad2e60c399,Jornalismo,9,Bacharelado Em Jornalismo,Lagoa,Rio De Janeiro,RJ,23-25,S,2026-05
ALU_5174b94f86,Psicologia,2,Bacharelado Em Psicologia,Porto Da Roca 2,Saquarema,RJ,,S,2026-05
ALU_e7e1d0c9c9,Estudos De Mídia,9,Bacharelado Estudos De Mídia,Icarai,Niteroi,RJ,,S,2026-05
ALU_47cb6b9fe0,Design,6,Bacharelado Em Design,Anil,Rio De Janeiro,RJ,23-25,S,2026-05
ALU_510422d434,Ciência Da Computação,4,Bac Ciência Da Computação,Botafogo,Rio De Janeiro,RJ,23-25,S,2026-05
ALU_6dcd609d45,Direito,12,Bacharelado Em Direito,Ipanema,Rio De Janeiro,RJ,,S,2026-05
ALU_1ff97c254d,Administração,9,Bacharelado Em Administração,Leblon,Rio De Janeiro,RJ,20-22,S,2026-05
ALU_f6e9d444e1,Administração,3,Bacharelado Em Administração,Rocinha,Rio De Janeiro,RJ,,S,2026-05
ALU_e84672a731,Direito,8,Bacharelado Em Direito,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2026-05
ALU_3db680f652,Arquitetura E Urbanismo,5,Bac Arquitetura E Urbanismo,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2026-05
ALU_5915e1b62f,Ciências Biológicas,13,Lic Em Ciências Biológicas,Flamengo,Rio De Janeiro,RJ,,S,2026-05
ALU_13a19dda46,Administração,9,Bacharelado Em Administração,Leblon,Rio De Janeiro,RJ,23-25,S,2026-05
ALU_4e556c8819,Nutriçao,5,Bacharelado Em Nutriçao,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2026-05
ALU_bcfb049535,Ciência Da Computação,2,Bac Ciência Da Computação,Copacabana,Rio De Janeiro,RJ,<=19,S,2026-05
ALU_6fa3ac339d,Direito,1,Bacharelado Em Direito,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2026-05
ALU_93e2ab8166,Direito,5,Bacharelado Em Direito,Humaita,Rio De Janeiro,RJ,,S,2026-05
ALU_48da3d1422,Design,3,Bacharelado Em Design,Copacabana,Rio De Janeiro,RJ,,S,2026-05
ALU_7477bcbd7e,Engenharia,3,Bac Engenharia De Computação,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2026-05
ALU_2b10c1cb12,Engenharia,1,Bac Em Engenharia Mecânica,Vargem Pequena,Rio De Janeiro,RJ,23-25,S,2026-05
ALU_d034b654cf,Engenharia,3,Bac Em Engenharia De Produção,Ipanema,Rio De Janeiro,RJ,<=19,S,2026-05
ALU_dc2ee803b8,Direito,9,Bacharelado Em Direito,Jardim Botanico,Rio De Janeiro,RJ,,S,2026-05
ALU_9580f7d733,Engenharia,7,Bac Em Engenharia De Produção,Lagoa Rodrigo De Freitas,Rio De Janeiro,RJ,,S,2026-05
ALU_2dd4241191,Administração,5,Bacharelado Em Administração,Leblon,Rio De Janeiro,RJ,,S,2026-05
ALU_cd890b45e9,Psicologia,2,Bacharelado Em Psicologia,Tijuca,Rio De Janeiro,RJ,20-22,S,2026-05
